영화명,개봉일,관객수,스크린수,대표국적,배급사
그때 그 사람들,2005-02-03,"1,083,962",45.0,한국,(주)엠케이픽처스
새드무비,2005-10-20,"1,066,765",87.0,한국,"롯데쇼핑㈜롯데엔터테인먼트,아이러브시네마"
남극일기,2005-05-19,"1,057,311",78.0,한국,(주)쇼박스
강력 3반,2005-09-29,"989,573",41.0,한국,롯데쇼핑㈜롯데엔터테인먼트
쿵푸 허슬,2005-01-14,"963,580",47.0,중국,소니픽쳐스릴리징코리아
오로라 공주,2005-10-27,"946,372",47.0,한국,(주)시네마서비스
뉴월드,2005-11-25,"925,154",0.0,미국,쇼이스트(주)
샤크,2005-01-07,"925,154",72.0,미국,씨제이엔터테인먼트
배트맨 비긴즈,2005-06-24,"921,300",78.0,미국,워너브러더스 코리아(주)
레모니 스니켓의 위험한 대결,2005-01-28,"858,847",40.0,미국,씨제이엔터테인먼트
오션스 트웰브,2005-01-07,"842,000",54.0,호주,워너브러더스 코리아(주)
왕의 남자,2005-12-29,"841,496",79.0,한국,(주)시네마서비스
"이대로, 죽을 순 없다(Short Time)",2005-08-18,"838,419",42.0,한국,쇼이스트(주)
로봇(애니),2005-07-28,"826,100",52.0,미국,이십세기폭스필름코퍼레이션
외출,2005-09-07,"809,191",78.0,한국,쇼이스트(주)
밀리언 달러 베이비,2005-03-10,"806,891",25.0,미국,"(주)노바미디어,(주)튜브엔터테인먼트"
숨바꼭질,2005-02-25,"779,200",29.0,미국,이십세기폭스필름코퍼레이션
플라이트 플랜,2005-11-18,"771,544",44.0,미국,브에나비스타인터내셔널코리아
나의 결혼원정기,2005-11-23,"767,657",76.0,한국,롯데쇼핑㈜롯데엔터테인먼트
판타스틱4,2005-08-11,"757,900",46.0,미국,이십세기폭스코리아(주)
그림형제 : 마르바덴 숲의 전설,2005-11-17,"744,045",45.0,미국,쇼이스트(주)
에비에이터,2005-02-18,"715,763",50.0,독일,코리아픽쳐스(주)
"나니아 연대기-사자,마녀 그리고 옷장",2005-12-29,"713,809",80.0,미국,브에나비스타인터내셔널코리아
6월의 일기,2005-12-01,"697,980",46.0,한국,(주)쇼박스
Mr.히치: 당신을 위한 데이트 코치,2005-03-11,"675,444",53.0,미국,소니픽쳐스릴리징코리아
스텔스,2005-07-28,"650,160",48.0,미국,소니픽쳐스릴리징코리아
무영검,2005-11-18,"609,852",79.0,한국,씨제이엔터테인먼트
역전의 명수,2005-04-15,"602,078",61.0,한국,(주)시네마서비스
그루지,2005-05-26,"601,342",30.0,일본,(주)튜브엔터테인먼트
가발,2005-08-12,"545,591",48.0,한국,씨제이엔터테인먼트
트리플 X2 : 넥스트 레벨,2005-04-29,"540,056",47.0,미국,소니픽쳐스릴리징코리아
신화 : 진시황릉의 비밀,2005-10-13,"538,381",40.0,홍콩,"씨네그루(주)다우기술,쇼이스트(주)"
키다리 아저씨,2005-01-14,"528,817",43.0,한국,씨제이엔터테인먼트
여고괴담 4 : 목소리,2005-07-15,"508,319",49.0,한국,(주)시네마서비스
신데렐라맨,2005-09-15,"477,760",46.0,미국,브에나비스타인터내셔널코리아
사하라,2005-06-24,"465,599",56.0,미국,씨제이엔터테인먼트
유령신부(애니),2005-11-03,"462,800",43.0,영국,워너브러더스 코리아(주)
옹박 : 두번째 미션,2005-08-18,"453,530",39.0,태국,(주)쇼박스
호스티지,2005-03-18,"438,516",34.0,미국,쇼이스트(주)
월드 오브 투모로우,2005-01-14,"424,551",43.0,미국,(주)쇼박스
뉴 폴리스 스토리,2005-01-21,"423,487",35.0,홍콩,"(유)영화사 화수분,코리아픽쳐스(주)"
미스터 주부퀴즈왕,2005-09-30,"413,157",52.0,한국,(주)쇼박스
"사랑해, 말순씨",2005-11-03,"406,526",44.0,한국,쇼이스트(주)
더 독,2005-09-16,"395,000",29.0,프랑스,"(주)아펙스 엔터테인먼트,UIP코리아"
월래스와 그로밋 : 거대토끼의 저주,2005-11-04,"388,499",55.0,영국,씨제이엔터테인먼트
착신아리2,2005-04-29,"378,520",36.0,일본,씨제이엔터테인먼트
어바웃 러브,2005-04-21,"356,638",42.0,영국,(주)튜브엔터테인먼트
씬 시티,2005-06-30,"356,183",35.0,미국,쇼이스트(주)
나이트 플라이트,2005-09-09,"351,518",20.0,미국,씨제이엔터테인먼트
셔터,2005-06-30,"347,141",35.0,태국,씨제이엔터테인먼트
레전드 오브 조로,2005-10-28,"337,213",41.0,미국,소니픽쳐스릴리징코리아
애프터 선셋,2005-08-25,"331,595",34.0,미국,롯데쇼핑㈜롯데엔터테인먼트
인크레더블,2004-12-15,"328,808",57.0,미국,한국소니픽쳐스릴리징브에나비스타영화㈜
칠검,2005-09-29,"328,637",46.0,홍콩,(주)튜브엔터테인먼트
파랑주의보,2005-12-22,"321,404",34.0,한국,아이러브시네마
인터프리터,2005-04-22,"320,000",38.0,영국,UIP코리아
신석기 블루스,2004-12-30,"311,869",33.0,한국,(주)쇼박스
"제니, 주노",2005-02-18,"289,829",29.0,한국,쇼이스트(주)
저스트 라이크 헤븐,2005-12-01,"286,969",35.0,미국,씨제이엔터테인먼트
그녀는 요술쟁이,2005-08-25,"262,893",37.0,미국,소니픽쳐스릴리징코리아
청연,2005-12-29,"259,953",49.0,한국,코리아픽쳐스(주)
쏘우,2005-03-10,"255,636",25.0,미국,(주)영화사한결
pm 11:14,2005-06-02,"255,240",22.0,미국,(주)쇼박스
미트 페어런츠2,2005-04-15,"253,383",52.0,미국,씨제이엔터테인먼트
레이,2005-02-25,"250,900",33.0,미국,UIP코리아
레드 아이,2005-02-18,"242,842",22.0,한국,영화사청어람(주)
"소년, 천국에 가다",2005-11-11,"242,053",50.0,한국,"(주)쇼박스,영화사청어람(주)"
케이브,2005-10-20,"238,054",28.0,독일,씨제이엔터테인먼트
하우스 오브 왁스,2005-05-20,"237,200",27.0,미국,워너브러더스 코리아(주)
텍사스 전기톱 연쇄살인사건,2005-06-16,"236,661",29.0,미국,(주)쇼박스
클로저,2005-02-03,"235,466",31.0,미국,"(주)퍼스트런,글뫼 주식회사,소니픽쳐스릴리징코리아"
네버랜드를 찾아서,2005-02-25,"234,427",15.0,미국,브에나비스타인터내셔널코리아
오페라의 유령,2004-12-08,"224,229",69.0,미국,"(주)팝엔터테인먼트,(주)드림팩트엔터테인먼트,씨제이엔터테인먼트"
링2(2005),2005-06-03,"210,021",31.0,미국,씨제이엔터테인먼트
엘렉트라,2005-01-21,"202,020",28.0,미국,이십세기폭스필름코퍼레이션
인 굿 컴퍼니,2005-08-26,"200,393",27.0,미국,스폰지
프라임 러브,2005-12-08,"198,240",34.0,미국,(주)튜브엔터테인먼트
엄마,2005-04-07,"197,793",29.0,한국,영화사청어람(주)
첼로-홍미주 일가 살인사건,2005-08-18,"197,678",33.0,한국,(주)튜브엔터테인먼트
밀리언즈,2005-05-04,"193,143",28.0,영국,씨제이엔터테인먼트
크림슨 리버2,2005-09-01,"180,022",30.0,프랑스,미디어라인코리아
"우리, 사랑일까요?",2005-05-20,"171,394",21.0,미국,브에나비스타인터내셔널코리아
베니스의 상인,2005-10-20,"169,852",22.0,이탈리아,미디어라인코리아
사랑니,2005-09-29,"165,538",45.0,한국,(주)시네마서비스
당신이 사랑하는 동안에,2005-10-13,"161,302",34.0,미국,"(주)에이앤비픽쳐스,(주)쇼박스"
미스 에이전트2 : 라스베가스 잠입사건,2005-04-01,"150,300",37.0,미국,워너브러더스 코리아(주)
로드 오브 워,2005-11-18,"150,070",24.0,미국,미디어필름인터내셔날(주)
발리언트(애니),2005-08-05,"147,877",26.0,영국,브에나비스타인터내셔널코리아
게스후,2005-09-02,"146,000",38.0,미국,이십세기폭스필름코퍼레이션
역도산,2004-12-15,"136,385",64.0,한국,씨제이엔터테인먼트
마더 데레사,2005-01-21,"132,733",5.0,이탈리아,미디어필름인터내셔날(주)
애인,2005-12-08,"122,780",31.0,한국,(주)쇼박스
윔블던,2005-03-25,"121,500",26.0,영국,UIP코리아
블랙아웃,2005-04-07,"121,366",24.0,독일,(주)쇼박스
퍼펙트 웨딩(몬스터 인 로),2005-10-20,"120,910",35.0,미국,(주)튜브엔터테인먼트
날 미치게하는 남자,2005-10-07,"120,700",32.0,미국,이십세기폭스필름코퍼레이션
유희왕,2010-01-28,"120,425",6.0,일본,에이원엔터테인먼트
유희왕 극장판,2005-04-01,"120,425",0.0,일본,대원씨앤에이홀딩스
나인 야드 2,2005-02-24,"112,156",17.0,미국,(주)쇼박스
트랜스포터 엑스트림,2005-10-20,"110,500",21.0,미국,이십세기폭스필름코퍼레이션
아나콘다2 : 사라지지 않는 저주,2005-04-15,"106,980",16.0,미국,소니픽쳐스릴리징코리아
코러스,2005-03-03,"105,920",35.0,프랑스,(주)영화사한결
"나를 책임져, 알피",2005-01-21,"100,450",21.0,미국,UIP코리아
랜드 오브 데드,2005-09-02,"100,000",30.0,미국,UIP코리아
어썰트 13,2005-07-07,"99,793",25.0,미국,(주)튜브엔터테인먼트
부기맨,2005-07-28,"98,971",19.0,미국,(주)쇼박스
엘리자베스타운,2005-11-18,"97,800",38.0,미국,UIP코리아
4 브라더스,2005-10-14,"94,200",33.0,미국,UIP코리아
아미티빌 호러,2005-07-01,"92,433",29.0,미국,브에나비스타인터내셔널코리아
펭귄 - 위대한 모험(다큐),2005-08-11,"86,623",12.0,프랑스,(주)튜브엔터테인먼트
블레이드 3,2004-12-15,"84,685",48.0,미국,(주)쇼박스
"우리, 사랑해도 되나요?",2005-12-15,"80,900",24.0,미국,이십세기폭스필름코퍼레이션
코치 카터,2005-05-13,"80,000",30.0,미국,UIP코리아
피닉스,2005-02-04,"76,700",23.0,미국,이십세기폭스필름코퍼레이션
왕후 심청,2005-08-11,"75,957",12.0,한국,(주)영화사한결
보글보글 스폰지밥(애니),2005-09-30,"70,300",6.0,미국,UIP코리아
패시파이어,2005-06-03,"67,499",13.0,미국,브에나비스타인터내셔널코리아
킨제이 보고서,2005-05-13,"65,990",25.0,미국,미디어라인코리아
큐브 제로,2005-01-21,"61,652",11.0,캐나다,(주)튜브엔터테인먼트
허비,2005-08-19,"60,643",16.0,미국,브에나비스타인터내셔널코리아
오픈 워터,2005-08-26,"60,457",22.0,미국,씨제이엔터테인먼트
스켈리톤 키,2005-08-25,"60,000",32.0,미국,UIP코리아
40살까지 못해본 사람,2005-11-04,"58,800",27.0,미국,UIP코리아
태풍태양,2005-06-02,"55,970",30.0,한국,쇼이스트(주)
둠,2005-12-02,"52,700",17.0,미국,UIP코리아
도쿄타워,2005-11-23,"52,477",22.0,일본,스폰지
화이트 노이즈,2005-04-08,"50,000",28.0,미국,UIP코리아
폴라 익스프레스,2004-12-23,"47,900",36.0,미국,워너브러더스 코리아(주)
"여자, 정혜",2005-03-10,"43,457",9.0,한국,(주)쇼박스
래더 49,2005-03-25,"42,419",17.0,미국,브에나비스타인터내셔널코리아
극장전,2005-05-26,"41,919",10.0,한국,영화사청어람(주)
샤크보이와 라바걸의 모험 : 3-D,2005-07-21,"39,943",14.0,미국,소니픽쳐스릴리징코리아
스테이,2005-11-03,"39,600",19.0,미국,이십세기폭스필름코퍼레이션
인게이지먼트,2005-03-11,"35,400",29.0,프랑스,워너브러더스 코리아(주)
아무도 모른다,2005-04-01,"34,515",9.0,일본,"(주)디스테이션,(주)동숭아트센터"
몽상가들,2005-03-25,"31,211",19.0,프랑스,오드
블루스톰,2005-11-17,"30,600",21.0,미국,이십세기폭스필름코퍼레이션
에로스,2005-06-30,"30,389",10.0,미국,스폰지
그리스 로마신화 - 올림포스 가디언 - 기간테스 대역습,2005-07-28,"27,830",14.0,한국,"(주)스폰지이엔티,스폰지"
베니티 페어,2005-01-21,"25,458",6.0,미국,스폰지
쿨,2005-04-08,"25,000",19.0,미국,이십세기폭스필름코퍼레이션
사이드웨이,2005-02-18,"23,900",16.0,미국,이십세기폭스필름코퍼레이션
종려나무 숲,2005-09-15,"22,895",5.0,한국,롯데쇼핑㈜롯데엔터테인먼트
세컨핸드 라이온스,2005-05-19,"22,413",2.0,미국,롯데쇼핑㈜롯데엔터테인먼트
폼포코 너구리 대작전,2005-04-28,"21,061",1.0,일본,대원씨앤에이홀딩스
은하수를 여행하는 히치하이커를 위한 안내서,2005-08-26,"20,430",1.0,미국,브에나비스타인터내셔널코리아
불량공주 모모코,2005-09-02,"20,388",16.0,일본,씨제이엔터테인먼트
맨츄리안 캔디데이트,2005-03-11,"20,000",17.0,미국,UIP코리아
연애,2005-12-09,"18,383",3.0,한국,씨제이엔터테인먼트
천국의 아이들 2 - 시험보는 날,2005-11-17,"17,022",19.0,이란,(주)영화사한결
러브토크,2005-11-11,"15,719",15.0,한국,씨제이엔터테인먼트
스팀보이,2005-08-04,"15,485",3.0,일본,대원씨앤에이홀딩스
69 식스티 나인,2005-03-25,"14,711",8.0,일본,스폰지
거북이도 난다,2005-04-22,"14,104",6.0,이란,씨제이엔터테인먼트
브로큰 플라워,2005-12-08,"13,671",1.0,미국,스폰지
골!,2005-11-04,"13,165",13.0,미국,브에나비스타인터내셔널코리아
레알,2005-11-23,"12,733",20.0,스페인,씨제이엔터테인먼트
바리바리 짱,2005-08-19,"12,417",6.0,한국,씨제이엔터테인먼트
녹색의자,2005-06-09,"11,178",5.0,한국,(주)미로비젼
모래와 안개의 집,2005-04-29,"10,987",9.0,미국,미디어라인코리아
권태,2005-06-17,"10,935",6.0,프랑스,㈜영화사 백두대간
토니 타키타니,2005-09-22,"10,751",1.0,일본,스폰지
용서받지 못한 자,2005-11-18,"10,647",7.0,한국,영화사청어람(주)
피와 뼈,2005-02-25,"10,351",7.0,일본,"(주)영화사 진진,스폰지"
한길수,2005-09-23,"10,000",3.0,한국,미디어라인코리아
스왈로우테일 버터플라이,2005-06-23,"9,582",5.0,일본,(주)튜브엔터테인먼트
오픈 레인지,2005-10-27,"9,495",11.0,미국,(주)영화사한결
인 디스 월드,2005-07-07,"8,502",1.0,영국,㈜영화사 백두대간
릴리 슈슈의 모든 것,2005-06-23,"8,478",2.0,일본,(주)튜브엔터테인먼트
우디 앨런의 애니씽 엘스,2005-02-04,"8,309",4.0,미국,(주)동숭아트센터
에밀과 탐정들,2005-09-01,"8,146",2.0,독일,(주)레드박스엔터테인먼트
헐리우드 엔딩,2005-09-30,"7,707",5.0,미국,㈜영화사 백두대간
리컨스트럭션,2005-01-20,"7,581",1.0,덴마크,㈜영화사 백두대간
별별 이야기,2005-09-23,"7,232",7.0,한국,"영화사청어람(주),아트플러스시네마네트워크"
카페 뤼미에르,2005-10-20,"6,598",2.0,일본,(주)동숭아트센터
룩 앳 미,2004-12-23,"6,313",6.0,프랑스,(주)스폰지이엔티
시티 오브 갓,2005-11-04,"6,249",6.0,미국,프리비젼엔터테인먼트
빨간 구두,2005-10-14,"6,237",4.0,이탈리아,(주)아펙스 엔터테인먼트
어떤 나라,2005-08-26,"5,499",3.0,영국,(주)동숭아트센터
프리즈 프레임,2005-07-07,"5,253",5.0,아일랜드,무비즈엔터테인먼트㈜
서스펙트 제로,2005-03-17,"4,933",0.0,미국,소니픽쳐스릴리징코리아
철수♡영희,2005-01-07,"4,523",4.0,한국,스폰지
"라스트 라이프, 라스트 러브",2005-09-02,"4,454",1.0,태국,(주)영화랑
피크닉,2005-06-23,"4,334",0.0,일본,(주)튜브엔터테인먼트
리플리스 게임,2005-10-07,"4,225",3.0,이탈리아,스폰지
추방된 사람들,2005-05-20,"3,931",3.0,프랑스,판씨네마(주)
초승달과 밤배,2005-08-25,"3,735",3.0,한국,엔넷커뮤니케이션(주)
빅 화이트,2005-12-29,"3,578",10.0,미국,씨제이엔터테인먼트
실비아,2005-04-15,"3,464",5.0,영국,(주)동숭아트센터
엘프,2004-12-15,"3,294",21.0,미국,이십세기폭스코리아(주)
터치 오브 스파이스,2005-11-25,"3,228",2.0,그리스,프리비젼엔터테인먼트
텐 미니츠 - 첼로,2005-01-28,"3,197",1.0,영국,스폰지
루시아,2005-09-02,"2,879",1.0,프랑스,스폰지
깃,2005-01-14,"2,836",4.0,한국,주식회사 루믹스미디어
피오릴레,2005-08-19,"2,762",1.0,프랑스,㈜영화사 백두대간
랜드 오브 플렌티,2005-09-16,"2,681",1.0,독일,스폰지
에쥬케이터,2005-05-06,"2,609",4.0,독일,스폰지
다섯은 너무 많아,2005-11-25,"2,565",3.0,한국,"(사)한국독립영화협회,아트플러스시네마네트워크"
빙 줄리아,2005-10-27,"2,538",1.0,헝가리,(주)쇼타임
도쿄 데카당스,2005-12-02,"2,533",1.0,일본,㈜영화사 백두대간
가능한 변화들,2005-03-18,"2,467",3.0,한국,(주)무비넷
마더,2005-06-24,"2,354",1.0,영국,(주)동숭아트센터
바이브레이터,2005-03-04,"2,180",1.0,일본,스폰지
거칠마루,2005-09-15,"2,177",3.0,한국,"(주)스폰지이엔티,스폰지,아트플러스시네마네트워크"
로렌조의 밤,2005-08-19,"2,126",1.0,이탈리아,㈜영화사 백두대간
섹스 마네킹,2005-07-15,"2,000",1.0,미국,미디어소프트
내 미국 삼촌,2005-12-23,"1,837",2.0,프랑스,㈜영화사 백두대간
"독일, 창백한 어머니",2005-02-18,"1,756",1.0,독일,㈜영화사 백두대간
사울과 다윗,2005-07-16,"1,652",1.0,이탈리아,씨네마오병이어(주)
천리마 축구단,2005-08-26,"1,639",1.0,영국,(주)동숭아트센터
영원과 하루,2004-11-17,"1,637",3.0,그리스,㈜영화사 백두대간
과거가 없는 남자,2005-10-14,"1,621",1.0,핀란드,(주)영화랑
우작,2004-11-05,"1,540",1.0,터키,(주)문필름코리아
사랑은 타이밍,2005-11-03,"1,532",1.0,프랑스,미디어필름인터내셔날(주)
나이트 워치,2005-12-08,"1,500",3.0,러시아,이십세기폭스필름코퍼레이션
노 맨스 랜드,2004-12-03,"1,418",4.0,프랑스,㈜영화사 백두대간
활,2005-05-12,"1,398",1.0,한국,
레이어 케이크,2005-09-16,"1,379",1.0,영국,소니픽쳐스릴리징코리아
미안해,2005-05-05,"1,350",1.0,일본,㈜인디스토리
나는 나를 파괴할 권리가 있다,2005-04-15,"1,271",2.0,한국,무비즈엔터테인먼트㈜
불안,2005-06-10,"1,127",1.0,포르투갈,(주)이모션픽처스
마이 제너레이션,2004-12-03,"1,107",2.0,한국,아트플러스시네마네트워크
스팽글리쉬,2005-04-22,"1,070",1.0,미국,소니픽쳐스릴리징코리아
인투 더 썬,2005-05-20,"1,054",1.0,미국,소니픽쳐스릴리징코리아
즐거운 경찰,2005-07-15,"1,046",1.0,미국,소니픽쳐스릴리징코리아
스파이더,2005-03-11,"1,029",1.0,캐나다,(주)동숭아트센터
황야의 마니투,2005-10-28,986,1.0,독일,㈜영화사 백두대간
목두기 비디오,2005-07-15,984,1.0,한국,(주)동숭아트센터
신부와 편견,2005-04-02,964,1.0,영국,미디어 소소
드랙퀸 가무단,2005-07-08,945,2.0,대만,씨제이엔터테인먼트
"조제, 호랑이 그리고 물고기들",2004-10-29,745,1.0,일본,"(주)프레인글로벌,(주)스폰지이엔티"
